originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
PicMe,"(3, 4]",2004,5,1,17,4,33,tvSeries,0,True,True,False,2,17,['IE'],Animation,3.5,1
Pilot,"(7, 8]",2015,65,0,336,5,271,tvEpisode,0,False,True,False,1,337,['US'],"Drama,Mystery,Thriller",7.5,3
Domakinstvo za pocetnici,"(6, 7]",2023,107,9,968,7,111,movie,7,False,True,False,19,979,"['MK', 'PL', 'HR', 'RS', 'XKV', 'SE', 'US', 'AU']","Comedy,Drama",6.5,26
The Next Generation: Unstoppable,"(8, 9]",2018,71,0,9,11,22,video,0,False,True,False,1,9,['US'],Short,8.5,0
Prince Kuzak in a Can,"(7, 8]",1987,48,0,49,3,120,tvEpisode,0,False,True,False,1,49,['US'],Drama,7.5,0
Denomination: Quietude,"(8, 9]",2019,33,0,6,4,5,short,0,False,True,False,1,6,['HU'],"Fantasy,Short",8.5,0
Purano Dunga,"(7, 8]",2016,145,0,89,11,122,movie,0,False,True,False,7,89,['NP'],"Comedy,Drama",7.5,2
Episode #1.261,"(5, 6]",1999,60,0,10,1,29,tvEpisode,0,False,True,False,7,10,['AR'],"Comedy,Drama,Romance",5.5,0
Never Come Back,"(7, 8]",2011,51,0,17,1,11,movie,0,False,True,False,1,17,"['CA', 'HU', 'CZ']","Documentary,History,News",7.5,2
Sharks!,"(7, 8]",1975,92,0,67,21,49,tvEpisode,0,False,True,False,1,68,['US'],"Action,Crime,Drama",7.5,2
Episode #1.1,"(7, 8]",2017,46,0,18,0,38,tvEpisode,0,False,True,False,7,18,['GB'],Documentary,7.5,1
Haircut,"(5, 6]",1963,24,0,39,1,5,short,0,False,True,False,1,39,['US'],"Documentary,Short",5.5,1
Los Intocables contra Al Catone,"(6, 7]",1998,78,0,17,1,2,tvMovie,0,False,True,False,4,17,['ES'],"Action,Animation,Crime",6.5,0
Bring Back... Grange Hill,"(7, 8]",2005,49,0,33,15,41,tvMovie,0,False,True,False,1,33,['GB'],Documentary,7.5,1
Chanel and Sterling LXVIII,"(7, 8]",2018,40,0,15,0,37,tvEpisode,0,False,True,False,1,15,['US'],"Comedy,Reality-TV",7.5,0
How to Steal a Submarine,"(6, 7]",1975,51,0,86,1,41,tvEpisode,0,False,True,False,1,87,['US'],"Crime,Drama,Mystery",6.5,3
The Copper Caper,"(7, 8]",1972,40,0,221,1,35,tvEpisode,0,False,True,False,1,221,['US'],Comedy,7.5,2
Gavin Newsom,"(5, 6]",2019,31,0,27,0,51,tvEpisode,0,False,True,False,1,27,['US'],"Comedy,News,Talk-Show",5.5,0
Men of Means,"(5, 6]",1998,80,0,195,13,60,movie,0,False,True,False,7,195,['CA'],"Action,Drama",5.5,4
Anosmia,"(6, 7]",2012,10,0,35,1,23,short,0,False,True,False,1,35,['US'],"Adventure,Biography,Documentary",6.5,1
Episode #4.8,"(7, 8]",1981,40,0,19,12,31,tvEpisode,0,False,True,False,7,19,['GB'],"Comedy,Drama,Family",7.5,1
Nineteen Again,"(7, 8]",1988,24,0,84,0,71,tvEpisode,0,False,True,False,1,84,['US'],"Comedy,Romance",7.5,0
Episode #3.5,"(8, 9]",2024,47,0,6,0,89,tvEpisode,0,False,True,False,7,6,['GB'],Game-Show,8.5,0
Hard Skills,"(6, 7]",2023,82,0,20,9,70,movie,0,False,True,False,3,20,"['US', 'FR', 'IT']",Thriller,6.5,1
The Man from Down Under,"(5, 6]",1943,103,0,251,5,128,movie,0,False,True,False,13,251,['US'],"Action,Comedy,Drama",5.5,7
In the Service of the Shadows: The Making of El Norte,"(7, 8]",2009,71,0,8,0,15,video,0,False,True,False,1,8,['US'],Documentary,7.5,0
Riders of the North,"(5, 6]",1931,59,0,25,0,21,movie,0,False,True,False,3,25,['US'],"Romance,Western",5.5,0
The Flying Doctor,"(7, 8]",1959,30,0,36,1,179,tvSeries,0,True,True,False,4,36,"['AU', 'GB']",Drama,7.5,2
Poh wai ji wong,"(6, 7]",1994,92,0,3855,33,37,movie,1,False,True,False,9,3856,['HK'],"Action,Comedy,Romance",6.5,39
Objetos perdidos,"(7, 8]",1992,25,3,13,12,55,short,0,False,True,False,1,13,['MX'],"Romance,Short",7.5,0
12 Angry Viewers,"(7, 8]",1997,30,0,19,1,26,tvSeries,0,True,True,False,1,19,['US'],Music,7.5,0
...had to be on my best behavior,"(8, 9]",2020,24,0,1177,3,160,tvEpisode,0,False,True,False,1,1177,['US'],"Comedy,Drama",8.5,2
Mujin chitai,"(5, 6]",2012,103,1,64,1,18,movie,1,False,True,False,7,64,"['JP', 'FR']",Documentary,5.5,11
CZW: Zandig's Ultraviolent Tournament of Death,"(6, 7]",2002,71,0,8,0,24,video,0,False,True,False,1,8,['US'],Sport,6.5,0
U peti veverek,"(7, 8]",1944,79,0,47,1,37,movie,0,False,True,False,2,47,['CSHH'],Comedy,7.5,0
Exiles,"(7, 8]",2021,40,0,1774,10,366,tvEpisode,0,False,True,False,1,1774,['US'],"Biography,Crime,Drama",7.5,23
Episode #1.1,"(8, 9]",1988,45,0,6,0,86,tvEpisode,0,False,True,False,7,6,['BR'],"Crime,Drama,Mystery",8.5,0
A New Kind of Hero,"(6, 7]",2007,23,0,32,0,19,video,0,False,True,False,1,32,['US'],"Documentary,Short",6.5,0
Because This Is My First Intermission,"(7, 8]",2017,40,0,80,3,17,tvEpisode,0,False,True,False,1,81,['KR'],"Comedy,Drama,Romance",7.5,1
Episode #1.585,"(5, 6]",1990,28,0,7,0,19,tvEpisode,0,False,True,False,7,7,['GB'],"Crime,Drama,Romance",5.5,0
Stray,"(8, 9]",2022,28,5,4292,98,11,videoGame,18,False,True,False,4,4302,['FR'],"Adventure,Mystery,Sci-Fi",8.5,39
UK Rampage,"(6, 7]",1992,180,0,39,2,21,tvMovie,0,False,True,False,2,39,['GB'],Sport,6.5,0
Factor XF 2015,"(3, 4]",2015,53,0,6,2,4,tvSeries,0,True,True,False,1,6,['CO'],Musical,3.5,0
The Bizarre Ones,"(4, 5]",1968,73,0,62,3,12,movie,0,False,True,False,3,62,['US'],Drama,4.5,7
The Steve-O Video: Vol. II - The Tour Video,"(6, 7]",2002,50,0,516,4,33,video,0,False,True,False,2,516,['US'],Comedy,6.5,2
The Atom Ant/Secret Squirrel Show,"(6, 7]",1967,30,0,214,1,100,tvSeries,0,True,True,False,3,214,['US'],"Animation,Comedy,Family",6.5,6
Episodio 74,"(8, 9]",2017,23,0,6,5,184,tvEpisode,0,False,True,False,1,6,['AR'],"Family,Sport",8.5,0
Barnstorming,"(4, 5]",1983,28,0,24,1,1,videoGame,0,False,True,False,1,24,['US'],"Action,Adventure,Family",4.5,0
Toy Review Channels: Giant Surprise Egg,"(8, 9]",2016,7,0,241,2,7,tvEpisode,0,False,True,False,1,241,['US'],"Comedy,Crime,Talk-Show",8.5,0
Grooming Gangs: Britain's Shame,"(8, 9]",2023,60,0,18,1,8,tvSpecial,0,False,True,False,1,18,['GB'],Documentary,8.5,0
A Equação do Amor,"(5, 6]",2012,21,0,11,1,32,short,0,False,True,False,1,11,['BR'],"Adventure,Comedy,Romance",5.5,0
The Clock,"(7, 8]",1945,90,2,4127,19,175,movie,0,False,True,False,24,4128,['US'],"Comedy,Drama,Romance",7.5,114
Radar Patrol vs. Spy King,"(5, 6]",1949,167,0,233,10,65,movie,0,False,True,False,5,233,['US'],"Action,Adventure,Crime",5.5,6
When Knights Were Bold,"(4, 5]",1908,13,0,28,0,6,short,0,False,True,False,1,28,['US'],Short,4.5,1
United Shades of America,"(7, 8]",2016,42,5,918,10,267,tvSeries,15,True,True,False,4,918,['US'],"Documentary,History,Reality-TV",7.5,16
Episode #4.3,"(7, 8]",1999,40,0,10,1,42,tvEpisode,0,False,True,False,7,10,['GB'],"Comedy,Talk-Show",7.5,1
Handlebar and Rampage,"(6, 7]",1987,30,0,14,2,418,tvEpisode,0,False,True,False,1,14,['US'],"Action,Adventure,Animation",6.5,1
Episode #1.707,"(5, 6]",1991,28,0,7,0,20,tvEpisode,0,False,True,False,7,7,['GB'],"Crime,Drama,Romance",5.5,0
Don Rickles: Buy This Tape You Hockey Puck,"(6, 7]",1975,51,0,41,1,11,movie,0,False,True,False,1,41,['US'],"Comedy,Documentary",6.5,1
Juste à Côté du Coeur (partie 1),"(6, 7]",2021,52,0,8,0,30,tvEpisode,0,False,True,False,1,8,['FR'],"Crime,Drama,Thriller",6.5,0
Detektiv wider Willen,"(4, 5]",2009,88,0,32,0,54,tvMovie,0,False,True,False,1,32,"['AT', 'DE']","Comedy,Crime",4.5,1
In Passing,"(5, 6]",2020,117,0,67,9,77,movie,0,False,True,False,10,67,['NZ'],"Drama,Romance",5.5,1
Splat!,"(7, 8]",2004,30,0,731,1,250,tvEpisode,0,False,True,False,1,731,['US'],"Comedy,Drama,Romance",7.5,2
Trapped by Television,"(5, 6]",1936,64,0,367,2,40,movie,0,False,True,False,5,367,['US'],"Comedy,Crime,Drama",5.5,29
Twenty Eight Feet: Life on a Little Wooden Boat,"(7, 8]",2013,9,0,36,1,13,short,2,False,True,False,1,36,"['CA', 'GD', 'MQ', 'LC', 'VC']","Adventure,Biography,Documentary",7.5,1
File 42: Maware! Honoo no kaitentô (kôhen),"(7, 8]",1997,24,0,5,0,17,tvEpisode,0,False,True,False,1,5,['JP'],"Action,Animation,Comedy",7.5,0
When Tomorrow Comes,"(6, 7]",1939,92,1,787,40,111,movie,0,False,True,False,22,786,['US'],"Drama,Romance",6.5,23
Mr. Rolls and Mr. Royce,"(7, 8]",1972,40,0,28,0,26,tvEpisode,0,False,True,False,1,28,['GB'],"Drama,History",7.5,0
Vil Ambu,"(6, 7]",2016,137,0,296,13,29,movie,0,False,True,False,1,296,['IN'],"Action,Thriller",6.5,2
Ochocinco: The Ultimate Catch,"(3, 4]",2010,53,0,42,11,69,tvSeries,0,True,True,False,1,42,['US'],Reality-TV,3.5,1
Bordertown Gun Fighters,"(6, 7]",1943,56,0,70,23,55,movie,0,False,True,False,3,70,['US'],Western,6.5,5
Core mio,"(7, 8]",1982,90,0,9,1,19,movie,0,False,True,False,1,9,['IT'],Drama,7.5,0
The Exchange: Six Faces of the Gambia,"(5, 6]",2009,23,0,8,0,6,short,0,False,True,False,1,8,"['CA', 'GM']","Adventure,Biography,Documentary",5.5,0
Eastern Promise,"(6, 7]",1996,5,1,9,2,1,short,0,False,True,False,1,9,['GB'],Short,6.5,0
Yuan jin jin sheng,"(8, 9]",1995,45,0,8,1,37,tvSeries,0,True,True,False,7,8,['SG'],"Drama,Family,Romance",8.5,0
La golondrina,"(6, 7]",1938,150,0,13,2,33,movie,0,False,True,False,2,13,['MX'],"Drama,Romance,War",6.5,1
Jealous of the Birds,"(8, 9]",2011,92,0,19,1,25,movie,0,False,True,False,1,19,"['US', 'DE', 'PL']","Documentary,Drama,History",8.5,6
An Audience with Tom Jones,"(7, 8]",1999,76,0,33,7,66,tvSpecial,0,False,True,False,1,33,['GB'],Music,7.5,1
Pilot,"(4, 5]",2012,40,0,57,18,58,tvEpisode,0,False,True,False,1,57,['US'],Comedy,4.5,4
Doppio segreto,"(3, 4]",1999,200,0,11,1,48,tvMiniSeries,0,True,True,False,2,11,['IT'],Thriller,3.5,0
Lope,"(5, 6]",2010,106,5,1163,16,367,movie,25,False,True,False,12,1163,"['ES', 'BR', 'FR']","Biography,Drama,History",5.5,30
Death of a Fleming,"(6, 7]",1964,60,0,14,0,49,tvEpisode,0,False,True,False,1,14,['US'],"Adventure,Comedy,Crime",6.5,0
Wenn beide schuldig werden,"(7, 8]",1962,92,0,12,1,19,movie,0,False,True,False,3,12,['AT'],Drama,7.5,0
Showville,"(5, 6]",2013,60,0,30,14,62,tvSeries,0,True,True,False,1,30,['US'],Reality-TV,5.5,1
Fly the Friendly Skies,"(7, 8]",1994,40,0,11,0,35,tvEpisode,0,False,True,False,1,11,['US'],Comedy,7.5,0
Rosliny trujace,"(5, 6]",1985,67,0,24,15,57,tvMovie,0,False,True,False,2,24,['PL'],Drama,5.5,0
CatDog: Quest for the Golden Hydrant,"(4, 5]",1999,28,0,7,1,9,videoGame,0,False,True,False,1,7,['US'],"Adventure,Family",4.5,0
Killer Cheerleader,"(4, 5]",2020,85,0,249,6,52,tvMovie,0,False,True,False,7,249,['US'],Thriller,4.5,12
Deportation: Part 2,"(8, 9]",1986,40,0,56,0,30,tvEpisode,0,False,True,False,1,56,['US'],"Comedy,Family",8.5,0
Sweet and Sour Charity,"(7, 8]",1986,30,0,79,1,55,tvEpisode,0,False,True,False,1,79,['US'],Comedy,7.5,2
Civil Wars,"(6, 7]",1991,60,0,155,7,613,tvSeries,8,True,True,False,9,155,['US'],Drama,6.5,3
Senni ja Savon sulttaani,"(3, 4]",1953,67,0,55,1,39,movie,0,False,True,False,1,55,['FI'],Comedy,3.5,0
Wings,"(8, 9]",2011,42,0,23,0,128,tvEpisode,0,False,True,False,1,23,['US'],"Crime,Drama",8.5,0
"A Clean, Well-Lighted Place","(8, 9]",2008,15,1,20,1,38,short,1,False,True,False,1,20,['CA'],"Drama,Short",8.5,0
New House,"(5, 6]",2021,13,0,8,9,28,short,0,False,True,False,1,8,['TH'],"Horror,Short,Thriller",5.5,0
The Zombie Chronicles,"(2, 3]",2001,71,0,309,4,25,video,0,False,True,False,1,309,['US'],Horror,2.5,39
The Bad Man,"(6, 7]",1930,77,0,41,4,21,movie,0,False,True,False,3,41,['US'],Western,6.5,1
Schwarzwaldmelodie,"(5, 6]",1956,100,0,31,4,40,movie,0,False,True,False,1,31,['XWG'],"Comedy,Romance",5.5,0
Tief im Sumpf,"(5, 6]",2013,40,0,9,14,56,tvEpisode,0,False,True,False,1,9,['DE'],Crime,5.5,0
The Renegade,"(7, 8]",1967,60,0,38,2,36,tvEpisode,0,False,True,False,1,38,['US'],"Adventure,Western",7.5,2
A Study in Natural Magic,"(7, 8]",2013,13,0,6,0,1,short,0,False,True,False,1,6,['US'],Short,7.5,0
"Yoko, Oh No!","(7, 8]",1994,40,0,17,1,29,tvEpisode,0,False,True,False,1,17,['US'],"Comedy,Family,Music",7.5,1
Ha-Megillah '83,"(6, 7]",1983,92,0,15,1,17,movie,0,False,True,False,4,15,['IL'],Musical,6.5,0
"ONA: Even as You Waver, the Nation Judges You #1","(7, 8]",2013,6,0,28,1,14,tvEpisode,0,False,True,False,1,28,['JP'],"Action,Animation,Comedy",7.5,0
Seilschaften,"(6, 7]",2022,45,0,101,1,48,tvEpisode,0,False,True,False,1,101,['DE'],"Crime,Drama,Mystery",6.5,0
From Hare to Eternity,"(8, 9]",1993,48,0,238,1,117,tvEpisode,0,False,True,False,1,240,['US'],"Crime,Drama,Mystery",8.5,1
"Bacon, Bagels and the Bishop","(6, 7]",2004,40,0,15,0,83,tvEpisode,0,False,True,False,1,15,['GB'],Drama,6.5,0
Tulisuudelma,"(3, 4]",1990,55,0,5,0,744,tvSeries,0,True,True,False,2,5,['FI'],Music,3.5,0
Navazhdenie,"(8, 9]",1965,31,0,243,5,19,short,0,False,True,False,2,243,['SUHH'],"Comedy,Short",8.5,0
Incident of the Power and the Plow,"(8, 9]",1959,40,0,185,1,51,tvEpisode,0,False,True,False,1,185,['US'],Western,8.5,3
Torture Room,"(4, 5]",2007,83,0,75,2,18,movie,0,False,True,False,2,75,['US'],Horror,4.5,0
Women,"(8, 9]",1981,24,0,8,11,24,tvEpisode,0,False,True,False,1,8,['GB'],Comedy,8.5,0
Ace of Hearts: Bwana Y'umutima,"(8, 9]",2017,120,0,13,2,18,movie,0,False,True,False,1,13,['RW'],"Action,Drama,Mystery",8.5,0
Bugged by a Bee,"(4, 5]",1969,6,0,131,2,15,short,0,False,True,False,2,131,['US'],"Animation,Comedy,Family",4.5,3
Playboy: The Best of Sexy Lingerie,"(6, 7]",1992,56,0,60,2,49,video,0,False,True,False,1,60,['US'],Documentary,6.5,1
Survival of the Dumbest,"(7, 8]",2006,11,0,41,1,60,tvEpisode,0,False,True,False,1,41,['US'],"Animation,Comedy",7.5,0
Der falsche Dackel,"(5, 6]",1999,24,0,15,0,48,tvEpisode,0,False,True,False,1,15,['DE'],Comedy,5.5,0
Sensual Escape,"(4, 5]",1988,80,3,22,0,51,movie,0,False,True,True,2,22,['US'],"Adult,Fantasy,Romance",4.5,2
I'd Never Bother Another Chicken Again,"(8, 9]",2018,4,0,8,2,19,short,0,False,True,False,1,8,['US'],"Drama,Short",8.5,1
Chizu no nai machi,"(6, 7]",1960,92,0,12,1,30,movie,0,False,True,False,4,12,['JP'],Drama,6.5,1
Weird Weapons,"(8, 9]",2023,42,0,41,0,156,tvEpisode,0,False,True,False,1,41,['US'],Documentary,8.5,0
Return to Sender,"(7, 8]",1993,40,0,35,1,28,tvEpisode,0,False,True,False,1,35,['GB'],"Crime,Drama",7.5,1
Rip Off Britain: Holidays,"(6, 7]",2013,45,0,15,2,174,tvSeries,0,True,True,False,1,15,['GB'],Reality-TV,6.5,0
Route 666: Part 2,"(7, 8]",1991,40,0,634,14,68,tvEpisode,0,False,True,False,1,634,['US'],Comedy,7.5,2
Indenfor murene,"(6, 7]",1963,112,0,17,23,18,tvMovie,0,False,True,False,3,17,['DK'],Drama,6.5,0
O Monge e a Filha do Carrasco,"(5, 6]",1996,90,1,114,1,38,movie,4,False,True,False,2,114,['BR'],Drama,5.5,0
Inside the Factory,"(7, 8]",2015,53,0,349,898,320,tvSeries,0,True,True,False,12,349,['GB'],"Documentary,History",7.5,14
The Test,"(6, 7]",1998,22,0,8,15,46,tvEpisode,0,False,True,False,1,8,['AU'],"Comedy,Mystery,Sci-Fi",6.5,1
See HIM Fuck,"(5, 6]",2019,53,0,13,0,172,tvSeries,0,True,True,True,11,13,['US'],"Adult,Romance",5.5,0
Guinea Pigs,"(8, 9]",1977,30,0,132,1,57,tvEpisode,0,False,True,False,1,132,['US'],"Comedy,Family",8.5,4
WWF 1994: The Year in Review,"(6, 7]",1995,178,0,10,1,29,video,0,False,True,False,1,10,['US'],Sport,6.5,0
Redlight GreenLight,"(6, 7]",2004,53,0,9,0,18,tvSeries,0,True,True,False,1,9,['US'],Talk-Show,6.5,0
Palmer's Pick-Up,"(4, 5]",1999,108,0,265,2,82,movie,0,False,True,False,7,265,['US'],Comedy,4.5,8
Moments Like This Never Last,"(6, 7]",2020,92,0,392,7,59,movie,1,False,True,False,8,392,"['CA', 'US']","Biography,Documentary",6.5,7
David,"(7, 8]",2011,80,3,130,4,114,movie,1,False,True,False,3,130,['US'],"Drama,Family",7.5,7
Soultan,"(6, 7]",1958,115,0,53,1,16,movie,0,False,True,False,1,53,['EG'],"Crime,Drama",6.5,0
Teenage Mother,"(4, 5]",1967,78,0,171,1,47,movie,0,False,True,False,5,171,['US'],"Crime,Drama",4.5,23
Rue barbare,"(5, 6]",1984,107,0,563,59,50,movie,3,False,True,False,12,563,['FR'],"Crime,Drama",5.5,8
Screentest,"(9, 10]",1992,13,0,5,0,11,short,0,False,True,False,1,5,['NL'],Short,9.5,1
Sick,"(7, 8]",1993,40,0,175,3,31,tvEpisode,0,False,True,False,1,175,['US'],"Animation,Comedy,Music",7.5,1
Ain't Misbehavin!,"(6, 7]",1981,6,0,9,3,1,short,0,False,True,False,1,9,['US'],"Animation,Short",6.5,1
The Land Before Time VI: The Secret of Saurus Rock,"(5, 6]",1998,77,1,3896,64,178,video,2,False,True,False,28,3897,['US'],"Adventure,Animation,Comedy",5.5,16
Jagira,"(5, 6]",2001,139,0,24,1,16,movie,0,False,True,False,1,24,['IN'],"Action,Crime,Drama",5.5,0
Blazing the Trail,"(5, 6]",1912,20,0,28,2,5,short,0,False,True,False,3,28,['US'],"Drama,Short,Western",5.5,1
Barca,"(5, 6]",1987,5,0,7,4,1,short,0,False,True,False,1,8,['RO'],"Animation,Short",5.5,0
The Soul of a Monster,"(4, 5]",1944,61,0,286,4,44,movie,0,False,True,False,5,286,['US'],"Drama,Horror,Romance",4.5,35
Afrobeats: From Nigeria to the World,"(6, 7]",2017,52,0,14,1,9,movie,0,False,True,False,2,14,"['FR', 'ZA', 'CD', 'GA', 'NG']",Documentary,6.5,0
La escopeta nacional,"(7, 8]",1978,95,2,2287,11,79,movie,0,False,True,False,5,2287,['ES'],Comedy,7.5,12
Naked,"(4, 5]",2020,13,5,29,1,16,short,2,False,True,False,2,29,['RU'],"Animation,Short",4.5,0
Mój spis z natury we wsi Lezno Male,"(6, 7]",2002,24,0,7,0,4,short,0,False,True,False,1,7,['PL'],"Documentary,Short",6.5,0
Sunday Supplement,"(6, 7]",1958,30,0,189,1,38,tvEpisode,0,False,True,False,1,189,['US'],Western,6.5,5
Amo un assassino,"(5, 6]",1951,90,0,29,2,50,movie,0,False,True,False,3,29,['IT'],"Crime,Drama,Mystery",5.5,1
The Finest Hour,"(6, 7]",2009,92,0,10,0,45,movie,0,False,True,False,1,10,['US'],"Action,Thriller",6.5,0
Clown,"(7, 8]",1969,13,0,35,0,5,short,0,False,True,False,1,35,['ES'],"Drama,Short",7.5,4
Héraðið,"(6, 7]",2019,92,0,1718,19,96,movie,7,False,True,False,31,1720,"['IS', 'DK', 'DE', 'FR']","Comedy,Drama",6.5,66
The World of Mr. Sweeney,"(7, 8]",1954,53,0,11,0,60,tvSeries,0,True,True,False,1,11,['US'],Comedy,7.5,1
Blonde Justice: Part 2,"(6, 7]",1993,80,0,29,0,21,video,0,False,True,True,2,29,['US'],"Adult,Crime",6.5,1
David Macaulay: Pyramid,"(7, 8]",1988,60,1,51,7,49,tvMovie,0,False,True,False,1,51,['US'],"Animation,Documentary,History",7.5,2
Alien Investigations,"(3, 4]",2012,50,0,8,0,3,tvMovie,0,False,True,False,1,8,['GB'],Documentary,3.5,0
Memory Wipe,"(6, 7]",2013,40,0,62,1,79,tvEpisode,0,False,True,False,1,63,['US'],"Action,Comedy,Crime",6.5,0
Sexpionage: The Drake Chronicles,"(5, 6]",2013,141,0,16,0,20,video,1,False,True,True,1,16,['US'],"Action,Adult,Comedy",5.5,5
The Wedding: Part 1,"(7, 8]",1976,60,0,153,1,69,tvEpisode,0,False,True,False,1,153,['US'],"Drama,Family,Romance",7.5,8
His Last Vow,"(9, 10]",2014,40,0,32356,42,171,tvEpisode,0,False,True,False,1,32370,['GB'],"Crime,Drama,Mystery",9.5,100
Guillaume le désespéré,"(6, 7]",2013,13,0,6,0,6,short,0,False,True,False,1,6,['FR'],Short,6.5,0
Passa ou Repassa,"(7, 8]",1987,53,0,35,2,8,tvSeries,0,True,True,False,1,35,['BR'],Game-Show,7.5,0
Episode #4.2,"(7, 8]",2022,50,0,455,2,226,tvEpisode,0,False,True,False,7,456,['DE'],"Crime,Drama,Thriller",7.5,0
The Circle Game,"(7, 8]",2020,53,0,829,15,24,tvSeries,0,True,True,False,12,829,"['FR', 'GB']",Reality-TV,7.5,12
First Day,"(7, 8]",2012,42,0,19,2,86,tvEpisode,0,False,True,False,1,19,['AU'],Drama,7.5,0
Father Knows Bets,"(7, 8]",1996,40,0,16,1,29,tvEpisode,0,False,True,False,1,16,['US'],"Comedy,Family,Music",7.5,0
American Agenda,"(3, 4]",2019,180,0,39,6,793,tvSeries,0,True,True,False,2,39,['US'],News,3.5,1
Scrappy's Big Moment,"(5, 6]",1935,6,0,17,0,7,short,0,False,True,False,1,17,['US'],"Animation,Comedy,Family",5.5,2
Episode #40.1,"(6, 7]",1998,40,0,8,0,7,tvEpisode,0,False,True,False,7,8,['GB'],Documentary,6.5,0
Barry Levinson,"(6, 7]",2009,40,0,12,0,11,tvEpisode,0,False,True,False,1,12,['FR'],Biography,6.5,0
Puissance de la parole,"(5, 6]",1988,25,0,329,1,18,short,0,False,True,False,1,329,"['FR', 'CH']","Drama,Romance,Short",5.5,3
Guldkalven,"(5, 6]",2008,87,0,432,2,181,tvEpisode,0,False,True,False,7,432,"['SE', 'DE']","Crime,Drama,Thriller",5.5,0
Window on Main Street,"(7, 8]",1982,40,0,90,10,56,tvEpisode,0,False,True,False,1,90,['US'],"Comedy,Family",7.5,2
Prototype,"(5, 6]",2017,63,0,54,1,7,movie,2,False,True,False,6,54,['CA'],"Documentary,Sci-Fi",5.5,3
Episode #1.8,"(7, 8]",2018,40,0,135,5,111,tvEpisode,0,False,True,False,7,136,['JP'],"Action,Animation,Crime",7.5,2
If the Crew Fits,"(8, 9]",1995,22,0,33,1,55,tvEpisode,0,False,True,False,1,33,['US'],Comedy,8.5,0
A Ballad of Solitude,"(9, 10]",2018,2,0,5,1,5,short,0,False,True,False,1,5,['US'],"Romance,Short",9.5,0
The House That Wept Blood,"(8, 9]",2012,11,0,52,1,33,short,0,False,True,False,1,52,['US'],"Drama,Horror,Short",8.5,2
Un animal doué de déraison,"(4, 5]",1976,93,0,19,1,21,movie,0,False,True,False,4,19,"['FR', 'BR']","Comedy,Romance",4.5,0
Als Hitler das rosa Kaninchen stahl,"(6, 7]",1978,81,0,21,0,45,tvMovie,0,False,True,False,1,21,['XWG'],"Drama,History",6.5,0
Backstage: Hollywood Fashion,"(7, 8]",2007,30,0,18,0,48,tvMovie,0,False,True,False,1,18,['US'],Reality-TV,7.5,0
Follow the Van,"(7, 8]",1996,25,0,38,1,47,tvEpisode,0,False,True,False,1,38,['GB'],"Crime,Drama",7.5,1
Il risveglio di un gigante: Vita di Santa Veronica Giuliani,"(7, 8]",2016,92,0,8,4,12,movie,0,False,True,False,1,8,['IT'],Biography,7.5,0
Krieger-Parade,"(3, 4]",1895,13,0,22,0,2,short,0,False,True,False,1,22,['GB'],"Documentary,Short",3.5,0
Far til fire i byen,"(6, 7]",1956,95,0,609,19,50,movie,0,False,True,False,3,609,['DK'],"Comedy,Family",6.5,1
Biyaheng lupa,"(6, 7]",2009,90,3,15,1,241,movie,5,False,True,False,2,15,['PH'],Drama,6.5,2
"João Ayres, Pintor Independente","(7, 8]",2022,92,47,14,1,23,movie,25,False,True,False,2,14,['PT'],Documentary,7.5,0
Der Unsichtbare,"(4, 5]",1963,92,0,42,19,29,movie,0,False,True,False,8,42,['XWG'],Sci-Fi,4.5,4
Glineni golub,"(6, 7]",1966,89,0,27,6,49,movie,0,False,True,False,5,28,['XYU'],"Thriller,War",6.5,1
Remembrances of Things Past,"(7, 8]",1985,40,0,135,1,73,tvEpisode,0,False,True,False,1,135,['US'],"Comedy,Drama,Family",7.5,0
Smack the Pony,"(7, 8]",1999,24,3,2301,4,271,tvSeries,5,True,True,False,14,2301,['GB'],Comedy,7.5,20
Miracle in Crooked Lane,"(7, 8]",1999,50,0,375,2,73,tvEpisode,0,False,True,False,1,375,['GB'],"Comedy,Crime,Drama",7.5,2
One Heavenly Night,"(5, 6]",1930,82,0,186,18,33,movie,0,False,True,False,8,186,['US'],"Comedy,Musical,Romance",5.5,13
Hudson,"(6, 7]",2019,75,10,248,5,28,movie,0,False,True,False,7,249,['US'],"Comedy,Drama",6.5,17
Episode dated 11 July 2008,"(2, 3]",2008,60,0,7,0,21,tvEpisode,0,False,True,False,7,7,['US'],"News,Talk-Show",2.5,0
La belle cérébrale,"(6, 7]",1968,14,0,8,0,8,short,0,False,True,False,1,8,['FR'],Short,6.5,0
Bob Hoskins,"(5, 6]",1998,30,0,19,0,33,tvEpisode,0,False,True,False,1,19,['US'],"Comedy,News,Talk-Show",5.5,0
Legacy: A Very Short History of Natural Resources,"(6, 7]",1979,7,0,12,11,11,short,0,False,True,False,2,12,['US'],"Animation,Short",6.5,0
The Bird Stuffer,"(5, 6]",1936,6,0,10,0,8,short,0,False,True,False,1,10,['US'],"Animation,Comedy,Short",5.5,1
Don't Go Near the Water,"(6, 7]",1957,107,1,870,22,83,movie,6,False,True,False,20,870,['US'],"Adventure,Comedy,Romance",6.5,14
